head_neck_x,head_neck_y,likelihood
1501.2122802734375,1354.2779541015625,0.9871609210968018
1504.885009765625,1353.718994140625,0.9865520596504211
1506.361572265625,1352.156005859375,0.990284264087677
1506.6162109375,1351.5103759765625,0.9893367886543274
1506.4761962890625,1351.1824951171875,0.9847334623336792
1505.1297607421875,1351.02197265625,0.9844616651535034
1504.747314453125,1351.56689453125,0.9843075275421143
1505.4752197265625,1352.20263671875,0.9899144172668457
1505.903564453125,1353.3076171875,0.9890711307525635
1505.3076171875,1353.2930908203125,0.9887712001800537
1505.2506103515625,1355.482177734375,0.9854757785797119
1505.2015380859375,1355.2625732421875,0.9860191345214844
1505.07421875,1355.744873046875,0.9819831848144531
1505.4378662109375,1357.90283203125,0.9744415879249573
1503.90087890625,1354.9736328125,0.9810758829116821
1503.16748046875,1354.142578125,0.9825954437255859
1503.606689453125,1353.470458984375,0.9856585264205933
1503.7625732421875,1352.1890869140625,0.9855669736862183
1505.2091064453125,1352.04345703125,0.9871007800102234
1504.461669921875,1351.779296875,0.9837119579315186
1504.3729248046875,1352.1043701171875,0.9810274243354797
1505.5400390625,1352.56103515625,0.9871542453765869
1505.104248046875,1353.461669921875,0.9843739867210388
1505.7420654296875,1354.186279296875,0.9880694150924683
1505.1524658203125,1354.4830322265625,0.9844027161598206
1504.8660888671875,1354.5472412109375,0.983495831489563
1504.670654296875,1355.195556640625,0.982822835445404
1504.33447265625,1355.089599609375,0.9845319986343384
1504.0762939453125,1354.2874755859375,0.9825729131698608
1504.0933837890625,1353.841552734375,0.9839380979537964
1503.9024658203125,1353.896240234375,0.9862847924232483
1504.654541015625,1353.8448486328125,0.9888862371444702
1504.661376953125,1354.2789306640625,0.985856294631958
1504.9212646484375,1354.0582275390625,0.9875489473342896
1504.493408203125,1354.2381591796875,0.9860885739326477
1505.3475341796875,1354.42333984375,0.9879518747329712
1504.853515625,1354.5233154296875,0.9856840372085571
1504.9581298828125,1354.1451416015625,0.9860647916793823
1504.4371337890625,1353.6256103515625,0.9836815595626831
1503.8016357421875,1353.1602783203125,0.983126163482666
1502.269287109375,1352.336669921875,0.9748738408088684
1502.456298828125,1353.078369140625,0.9794046878814697
1500.915771484375,1354.0556640625,0.9676293134689331
1497.2352294921875,1355.279541015625,0.9738372564315796
1497.279296875,1354.7822265625,0.967282235622406
1501.0985107421875,1353.8287353515625,0.9699351787567139
1501.3104248046875,1353.5067138671875,0.9750524163246155
1502.798583984375,1353.084716796875,0.981823742389679
1503.3475341796875,1352.9404296875,0.9825186729431152
1502.6341552734375,1352.6787109375,0.9806684851646423
1501.9931640625,1352.3031005859375,0.9744106531143188
1501.90234375,1352.3135986328125,0.9769072532653809
1502.2034912109375,1352.8963623046875,0.981988787651062
1503.3277587890625,1354.007568359375,0.988289475440979
1503.1983642578125,1354.7413330078125,0.986031174659729
1503.8841552734375,1354.85498046875,0.9870166778564453
1503.69091796875,1354.8160400390625,0.986665666103363
1504.546630859375,1354.36572265625,0.9885480999946594
1504.6102294921875,1354.061279296875,0.9880969524383545
1505.1175537109375,1354.1646728515625,0.9854700565338135
1504.014892578125,1353.9583740234375,0.979567289352417
1503.5810546875,1354.0802001953125,0.9834645986557007
1504.098388671875,1353.552978515625,0.9856538772583008
1503.8953857421875,1353.616943359375,0.9858001470565796
1504.1192626953125,1353.9359130859375,0.985734224319458
1504.2601318359375,1353.4285888671875,0.9892052412033081
1503.474853515625,1353.527099609375,0.9834052324295044
1503.860107421875,1353.3353271484375,0.9854323863983154
1503.994384765625,1353.53369140625,0.9832606315612793
1504.076904296875,1353.74072265625,0.9802942276000977
1502.9725341796875,1353.30419921875,0.977078378200531
1502.670166015625,1352.105224609375,0.9789344072341919
1499.0670166015625,1352.2640380859375,0.973841667175293
1501.9110107421875,1352.4013671875,0.9705713391304016
1501.8443603515625,1352.6484375,0.9712437987327576
1502.899169921875,1352.42626953125,0.9786978960037231
1503.036865234375,1352.5931396484375,0.9793769717216492
1503.82568359375,1352.5147705078125,0.9834043979644775
1503.90380859375,1353.4986572265625,0.9868865013122559
1504.0018310546875,1353.6014404296875,0.9844092130661011
1503.1944580078125,1353.4173583984375,0.9844086170196533
1503.7318115234375,1352.4461669921875,0.985326886177063
1502.8333740234375,1352.734130859375,0.9817337393760681
1503.3072509765625,1352.1114501953125,0.9833287000656128
1502.72900390625,1352.841796875,0.9818469285964966
1502.1988525390625,1352.720458984375,0.9807152152061462
1503.26611328125,1351.95361328125,0.9877371788024902
1502.990234375,1352.50244140625,0.9866553544998169
1502.79150390625,1352.3863525390625,0.9859607219696045
1503.3262939453125,1352.503662109375,0.9884768724441528
1503.446533203125,1352.7337646484375,0.9871623516082764
1503.28173828125,1352.1319580078125,0.9850842952728271
1502.6446533203125,1351.4786376953125,0.9834380149841309
1500.1700439453125,1351.748291015625,0.9815645813941956
1502.0804443359375,1352.1246337890625,0.9831764101982117
1502.5184326171875,1352.0843505859375,0.9862078428268433
1502.947998046875,1351.9571533203125,0.9869697690010071
