head_neck_x,head_neck_y
651.4231323242187,782.8468627929688
651.3250122070312,782.8541320800781
651.608984375,783.1316650390625
651.9205688476562,783.4080078125
652.2286010742188,783.6919799804688
652.1741882324219,783.8266845703125
652.1568359375,783.9773254394531
652.0750793457031,784.0655029296875
652.0359375,784.1378112792969
652.0118896484375,784.0741333007812
651.9791625976562,784.0095825195312
651.9825744628906,783.9927429199219
651.9199401855469,783.9114379882812
651.8714904785156,783.9124816894531
651.8556335449218,783.94970703125
651.7597961425781,783.873974609375
651.644873046875,783.8435913085938
651.6247619628906,783.7653625488281
651.6028442382812,783.6331481933594
651.5758972167969,783.5857299804687
651.4926574707031,783.5249145507812
651.4611389160157,783.4757263183594
651.5267822265625,783.4383117675782
651.5607299804688,783.3519165039063
651.611279296875,783.2625183105469
651.6900451660156,783.1903015136719
651.8511169433593,783.0640563964844
651.9759460449219,783.0295349121094
652.0387939453125,783.0244079589844
652.1094604492188,783.0583312988281
652.21318359375,783.1252197265625
652.238037109375,783.1643005371094
652.2612915039062,783.2469177246094
652.3077087402344,783.3104309082031
652.3263671875,783.3121765136718
652.3667419433593,783.3738464355469
652.3752502441406,783.4032165527344
651.9516784667969,783.2114685058593
651.6464965820312,783.0244689941406
651.2742919921875,782.7270141601563
651.3201782226563,782.6769409179688
651.3593627929688,782.6267822265625
651.3636352539063,782.5307250976563
651.3682983398437,782.4561340332032
651.3828735351562,782.4087585449219
651.3913635253906,782.2955993652344
650.9783874511719,782.0888061523438
651.0318237304688,782.0170288085938
651.0467163085938,781.9469360351562
651.0443115234375,781.9808532714844
650.755859375,781.6210876464844
650.3924499511719,781.3037170410156
649.3584594726562,780.7013610839844
647.8862609863281,780.0000305175781
645.8585205078125,779.4892028808594
642.6311828613282,779.0005737304688
637.8928405761719,778.35517578125
630.8598693847656,777.5733520507813
622.0444885253906,776.1772155761719
612.3476196289063,774.0244995117188
601.5163818359375,771.4685302734375
589.7907348632813,767.6890686035156
577.3783630371094,762.4720520019531
564.1556762695312,755.7224243164062
550.3034973144531,747.6612609863281
536.5508117675781,738.0658508300781
523.9913391113281,727.6244934082031
513.1937072753906,715.716845703125
504.27996215820315,703.0652893066406
496.44122314453125,689.0544921875
489.02003784179686,673.2993530273437
481.9348205566406,656.4246948242187
476.0523681640625,639.3486145019531
472.168310546875,622.7398681640625
470.5172119140625,606.2600036621094
471.3009887695313,590.07666015625
473.89747314453126,573.1593322753906
477.68059692382815,556.5226989746094
482.11439819335936,539.7993103027344
486.9100769042969,524.4180847167969
492.618017578125,510.27349853515625
499.47503662109375,498.3326477050781
507.23414916992186,487.2181762695312
514.6900024414062,476.6829467773438
521.3042541503906,466.82421875
526.7395629882812,457.74314575195314
531.4859375,450.17706909179685
535.8154724121093,443.7394226074219
539.4180847167969,438.7706604003906
542.6432006835937,434.26524047851564
545.1213500976562,431.1159729003906
546.6503845214844,428.9979248046875
547.015869140625,428.5806518554688
546.6260437011719,429.45075073242185
545.7018310546875,430.8294189453125
544.482470703125,432.34498291015626
542.7109741210937,434.3367431640625
540.5889099121093,436.47551879882815
538.3831420898438,438.69359130859374
535.9810913085937,441.2005310058594
534.0079284667969,443.4886169433594
532.45185546875,444.75206298828124
531.3885009765625,445.45234375
530.6272094726562,445.6147216796875
530.2151306152343,445.60857543945315
529.9298767089844,445.9505126953125
529.7825622558594,446.12835083007815
529.6465148925781,446.5675842285156
529.5743347167969,446.9307922363281
529.5566467285156,447.3288330078125
529.58564453125,447.652099609375
529.6927673339844,448.1096557617187
529.7457458496094,448.53053588867186
529.7713500976563,448.6615783691406
529.600390625,448.57183227539065
528.9367065429688,447.8664489746094
527.5947143554688,446.44189453125
525.832666015625,443.00193481445314
523.5659057617188,436.4612121582031
521.99775390625,427.5152893066406
521.5164489746094,416.55494384765626
522.1052978515625,403.26947631835935
524.2040161132812,387.8211700439453
528.2223388671875,371.1770904541016
534.89453125,353.4591400146484
544.5891540527343,334.77614135742186
557.6877136230469,315.84307861328125
573.6121337890625,298.775927734375
592.7502685546875,284.4306579589844
613.3053344726562,272.4445098876953
634.9436950683594,262.4954528808594
657.5244812011719,254.6373321533203
681.05166015625,248.62798767089845
705.1090942382813,243.4519805908203
729.0561889648437,240.06678466796876
752.2333129882812,239.30152587890626
774.5474670410156,240.86173095703126
796.8902770996094,243.8902801513672
819.0623168945312,248.81143188476562
841.2005249023438,256.0026031494141
862.9286865234375,265.22788391113284
883.931591796875,276.6070190429688
903.364599609375,289.7993621826172
921.2564575195313,305.15614929199216
937.5060668945313,322.0414184570312
952.7438842773438,340.4209014892578
966.6479736328125,359.8035491943359
978.5777587890625,380.20940551757815
988.2916137695313,401.8916839599609
996.5782470703125,423.96998596191406
1003.9744750976563,446.90399169921875
1010.6670654296875,470.415673828125
1016.6631713867188,494.8017639160156
1021.5838745117187,519.4669921875
1024.8633178710938,543.8842712402344
1026.4679077148437,567.4503662109375
1027.22451171875,590.8655639648438
1026.994384765625,613.8994812011719
1025.5685913085938,636.82119140625
1022.3537719726562,659.5114318847657
1017.1825927734375,681.4467895507812
1010.3984741210937,702.9010314941406
1002.3954345703125,723.8955139160156
993.6668334960938,744.8353088378906
984.8481689453125,765.5639709472656
975.741845703125,785.8694946289063
965.4641235351562,805.0111083984375
954.80009765625,822.8035949707031
944.2547119140625,838.2801513671875
934.2404296875,852.0322814941406
924.224365234375,864.2142822265625
913.7375610351562,874.8433715820313
902.83876953125,883.7328125
891.7293579101563,890.5085571289062
880.8560668945313,895.5872436523438
870.82158203125,899.3602416992187
861.6893432617187,902.37119140625
852.0532470703125,904.9919067382813
841.5108642578125,907.4064453125
830.0802612304688,909.283203125
818.1065551757813,911.3204956054688
806.0456420898438,913.1413330078125
793.8110107421875,915.26376953125
780.6771362304687,918.219921875
765.8989074707031,922.334375
749.4929077148438,927.9939575195312
732.2891845703125,934.6058227539063
715.058349609375,942.5339477539062
697.6234130859375,951.5267211914063
679.2490478515625,961.2482788085938
660.1528015136719,970.5713012695312
640.980712890625,979.7260620117188
621.5709228515625,988.5436767578125
602.9512145996093,996.8321533203125
585.7987060546875,1004.2357666015625
569.1397399902344,1010.7050170898438
551.5219055175781,1017.01162109375
532.8031005859375,1023.0378540039062
513.3819885253906,1028.948291015625
494.4896301269531,1035.016064453125
476.15498046875,1041.9663818359375
457.0731140136719,1049.9461791992187
438.02061157226564,1058.6960083007812
420.26268310546874,1067.3937866210938
404.2418273925781,1076.3146362304688
390.1419982910156,1085.4942504882813
378.7597595214844,1094.19736328125
369.896923828125,1102.7274047851563
363.8155944824219,1111.4416137695312
360.00091552734375,1119.6455078125
357.8667053222656,1127.0202392578126
358.2119995117188,1133.85849609375
359.91832275390624,1139.9807861328125
361.943115234375,1146.0561157226562
363.74119873046874,1152.1028198242188
365.9593139648438,1157.3970336914062
368.3987182617187,1162.2685302734376
371.78936767578125,1166.4267700195312
375.71958618164064,1169.66240234375
380.2975769042969,1172.7483764648437
386.34409790039064,1176.3567504882812
393.2078857421875,1179.9159301757813
400.57929077148435,1183.430859375
407.3169921875,1186.5270751953126
413.11248779296875,1189.0426513671875
417.7862487792969,1190.96083984375
421.75678100585935,1192.5191162109375
424.7459350585938,1193.5462158203125
427.03521728515625,1194.1477783203125
428.354150390625,1194.0360961914062
428.978515625,1193.88056640625
429.460205078125,1193.2530151367187
431.388916015625,1192.7250366210938
435.1976623535156,1192.8058715820312
441.4552917480469,1193.2269653320313
449.1278076171875,1194.764697265625
457.1131591796875,1196.6713012695313
465.2670166015625,1198.5253540039062
472.9786315917969,1200.5335083007812
480.63275146484375,1202.95546875
487.59759521484375,1204.5113037109375
493.44288940429686,1205.736279296875
496.98173828125,1206.0681884765625
498.0537963867188,1205.82802734375
496.0651794433594,1205.2566772460937
492.4764465332031,1204.9941284179688
487.7941650390625,1204.800634765625
482.90679931640625,1204.6598022460937
478.4480224609375,1204.509521484375
473.9124694824219,1204.2427856445313
469.11394653320315,1204.3039184570312
464.059716796875,1204.5116455078125
458.5617309570313,1205.225390625
452.8257751464844,1206.0627563476562
446.5541076660156,1206.9344360351563
439.0163330078125,1207.081298828125
430.51921997070315,1206.7689697265625
420.06427612304685,1205.961376953125
406.69404296875,1205.16455078125
389.81834716796874,1204.0891723632812
369.4663146972656,1202.582861328125
346.53538818359374,1201.7099975585938
322.0097290039063,1200.3673461914063
297.13731994628904,1199.0509521484375
273.34629211425784,1197.744580078125
251.10262756347657,1196.1021606445313
230.39050903320313,1194.4668823242187
210.70498046875,1193.9025146484375
193.37572631835937,1194.3095581054688
178.29073181152344,1195.1768310546875
165.72645263671876,1195.9401611328126
158.8566925048828,1197.159716796875
151.16204528808595,1197.4197143554688
143.66054992675782,1197.2421630859376
136.43778076171876,1197.6822143554687
129.79258422851564,1198.6179809570312
123.0900146484375,1199.0967529296875
117.18227844238281,1199.4190307617187
111.35000305175781,1198.4862670898438
106.58338928222656,1197.4862060546875
102.68443908691407,1197.21982421875
95.92257080078124,1195.773095703125
91.73543090820313,1195.3504028320312
88.66286010742188,1195.8580200195313
85.03828735351563,1195.656689453125
80.39643859863281,1195.0341796875
75.43518371582032,1195.1394409179688
70.37274169921875,1195.0388793945312
65.16492309570313,1195.1917236328125
59.93789978027344,1194.9194213867188
54.75552978515625,1194.1109130859375
49.38941650390625,1193.6000732421876
44.655825805664065,1193.5877075195312
39.90958251953125,1193.2488403320312
36.088922119140626,1193.3735961914062
32.87791748046875,1193.7619750976562
29.90655517578125,1193.8582153320312
27.36091003417969,1193.196826171875
25.376382446289064,1192.69189453125
24.023587036132813,1193.313916015625
22.830856323242188,1194.51669921875
22.101776123046875,1195.70849609375
22.116860961914064,1197.159814453125
21.9593505859375,1198.544091796875
22.4940673828125,1199.8449462890626
22.199972534179686,1200.8884643554688
22.623141479492187,1202.5180541992188
22.81450500488281,1204.4107543945313
23.75414123535156,1206.1763793945313
24.43268737792969,1206.6973388671875
25.287030029296876,1206.0413330078125
26.12325439453125,1205.0562377929687
26.556564331054688,1203.6816650390624
27.099636840820313,1202.178466796875
26.338833618164063,1200.25888671875
25.912847900390624,1197.7969604492187
25.882623291015626,1195.0515502929688
25.156903076171876,1191.4447631835938
23.979019165039062,1188.4916381835938
22.47210693359375,1185.992822265625
20.79990234375,1184.0431396484375
19.137286376953124,1182.3412353515625
17.536456298828124,1180.7305297851562
16.28961181640625,1179.3505981445312
15.38720703125,1178.4224609375
14.933685302734375,1178.0635498046875
14.145022583007812,1177.76708984375
14.649075317382813,1179.4377319335938
14.480511474609376,1180.0289916992188
14.265853881835938,1180.3194091796875
14.316098022460938,1180.5954345703126
14.7482666015625,1180.974951171875
15.646661376953125,1181.6419921875
16.575289916992187,1182.4143676757812
17.763351440429688,1183.2305053710938
18.812667846679688,1184.37900390625
19.748822021484376,1186.0599609375
20.735879516601564,1187.2292724609374
21.92227783203125,1188.8795776367188
23.311663818359374,1190.8611572265625
24.76787414550781,1193.326953125
24.97626953125,1194.152880859375
25.07646789550781,1195.031884765625
24.8110107421875,1195.9533813476562
24.557269287109374,1196.3293701171874
24.717001342773436,1197.2664794921875
24.837612915039063,1197.5389892578125
24.77851257324219,1197.54150390625
25.361331176757812,1197.2092163085938
24.961444091796874,1196.4193725585938
24.4608642578125,1194.279736328125
24.804714965820313,1192.490087890625
24.61131591796875,1188.9803955078125
25.254721069335936,1184.75380859375
25.396087646484375,1179.9682373046876
24.808657836914062,1172.9428833007812
24.104873657226562,1166.1054321289062
23.448245239257812,1159.6871215820313
22.05671081542969,1153.01923828125
21.484954833984375,1146.6522338867187
20.67589111328125,1140.9270874023437
19.749310302734376,1135.669775390625
18.747979736328126,1131.2197143554688
17.20205078125,1126.909130859375
16.481298828125,1123.4258911132813
16.17681884765625,1121.508056640625
16.730673217773436,1119.1786010742187
16.321478271484374,1116.1005493164062
16.565261840820312,1113.045263671875
17.689804077148438,1109.8169677734375
18.767041015625,1106.7904174804687
20.068014526367186,1104.2000732421875
21.994647216796874,1102.178369140625
23.645919799804688,1100.7072021484375
25.2242431640625,1099.5253784179688
27.1827392578125,1098.5802734375
28.665524291992188,1097.824365234375
31.135226440429687,1097.2698852539063
33.70433044433594,1096.9595703125
35.9886962890625,1096.6111450195312
38.63038635253906,1095.9077758789062
41.46088562011719,1095.3226440429687
43.85453796386719,1094.9123168945312
46.09489135742187,1093.9804931640624
47.883447265625,1092.9885620117188
49.4904296875,1091.5341552734376
50.42738647460938,1089.6121215820312
50.49042663574219,1086.4554565429687
49.66476745605469,1081.5210205078124
48.668115234375,1075.0545288085937
47.35166931152344,1066.3046630859376
45.66829833984375,1055.0668090820313
43.875244140625,1043.3960693359375
41.459188842773436,1030.6058715820313
37.947042846679686,1015.82216796875
34.177362060546876,999.8862548828125
30.480096435546876,983.431591796875
27.418014526367188,967.226025390625
24.62120361328125,951.2026733398437
21.488613891601563,934.7469482421875
18.37004699707031,917.58115234375
15.488906860351562,899.2715148925781
13.177471923828126,878.0555236816406
11.812075805664062,854.66513671875
11.518609619140625,829.7987121582031
11.161672973632813,803.5498046875
10.856619262695313,775.6116943359375
10.704312133789063,746.3863830566406
10.579391479492188,716.7722351074219
10.921792602539062,687.8337036132813
11.508218383789062,659.7087158203125
12.12342529296875,632.0381591796875
12.060223388671876,604.1544860839844
11.855081176757812,576.7288330078125
11.913137817382813,549.5082336425781
12.031304931640625,522.365087890625
12.212667846679688,494.8501037597656
12.323983764648437,467.0706268310547
12.584811401367187,439.2774353027344
12.63370361328125,410.4673248291016
12.489907836914062,381.57457580566404
12.499505615234375,352.777685546875
13.720614624023437,323.2393341064453
15.674713134765625,293.53912963867185
17.675497436523436,264.3343017578125
19.75858154296875,236.17019653320312
21.552896118164064,209.09577026367188
22.532626342773437,182.27271118164063
23.508084106445313,155.0769485473633
24.902288818359374,128.74032287597657
27.03624572753906,104.522705078125
28.863909912109374,83.64123992919922
29.57654724121094,67.56797790527344
29.281939697265624,54.96457214355469
28.537289428710938,44.444706726074216
27.630490112304688,35.18417510986328
26.803912353515624,27.739549255371095
26.746353149414062,23.4258056640625
27.631832885742188,22.31702423095703
28.782916259765624,22.887220764160155
29.8082763671875,23.98795166015625
31.1841552734375,24.781051635742188
32.976165771484375,24.834832763671876
35.39463500976562,24.4325439453125
38.3037841796875,24.345545959472656
41.7603515625,24.344837951660157
45.603781127929686,24.492205810546874
49.33698425292969,23.843351745605467
52.146087646484375,22.602336120605468
54.10115966796875,21.56773223876953
55.78770446777344,20.610202026367187
57.34248657226563,19.769773864746092
58.818572998046875,19.01909942626953
60.1162353515625,18.521359252929688
60.918267822265626,18.476089477539062
61.24296264648437,18.59718475341797
61.45347290039062,18.658877563476562
61.55843811035156,18.749241638183594
