,snout,miniscope_top,miniscope_bottom,left_ear,right_ear,head_neck,shoulders_center,bodycenter,hip_center,hip_left,hip_right,tail_base,tail_center,tail_tip
column location,2,5,8,11,14,17,20,23,26,29,32,35,38,41
